,0
394,INDETERMINATE
395,INDETERMINATE
396,INDETERMINATE
397,Rock
398,INDETERMINATE
399,INDETERMINATE
400,Rock
401,Rock
402,INDETERMINATE
403,Experimental
404,INDETERMINATE
405,INDETERMINATE
406,INDETERMINATE
407,INDETERMINATE
408,INDETERMINATE
409,INDETERMINATE
410,INDETERMINATE
411,INDETERMINATE
412,INDETERMINATE
413,INDETERMINATE
414,INDETERMINATE
415,INDETERMINATE
416,INDETERMINATE
417,Rock
418,INDETERMINATE
419,Rock
420,INDETERMINATE
421,INDETERMINATE
422,Rock
423,Electronic
424,INDETERMINATE
425,Rock
426,Rock
427,Rock
428,INDETERMINATE
429,Rock
430,INDETERMINATE
431,Rock
432,INDETERMINATE
433,INDETERMINATE
434,INDETERMINATE
435,INDETERMINATE
436,INDETERMINATE
437,INDETERMINATE
438,INDETERMINATE
439,INDETERMINATE
440,INDETERMINATE
441,INDETERMINATE
442,INDETERMINATE
443,INDETERMINATE
444,INDETERMINATE
445,INDETERMINATE
446,INDETERMINATE
447,INDETERMINATE
448,INDETERMINATE
449,INDETERMINATE
450,INDETERMINATE
451,INDETERMINATE
452,Rock
453,INDETERMINATE
454,INDETERMINATE
455,INDETERMINATE
456,Rock
457,INDETERMINATE
458,Rock
459,Rock
460,INDETERMINATE
461,Rock
462,INDETERMINATE
463,INDETERMINATE
464,INDETERMINATE
465,INDETERMINATE
466,INDETERMINATE
467,INDETERMINATE
468,INDETERMINATE
469,INDETERMINATE
470,INDETERMINATE
471,Electronic
472,INDETERMINATE
473,INDETERMINATE
474,Rock
475,Rock
476,INDETERMINATE
477,INDETERMINATE
478,INDETERMINATE
479,INDETERMINATE
480,Rock
481,Rock
482,Rock
483,Rock
484,INDETERMINATE
485,INDETERMINATE
486,INDETERMINATE
487,INDETERMINATE
488,INDETERMINATE
489,Rock
490,INDETERMINATE
491,INDETERMINATE
492,INDETERMINATE
493,INDETERMINATE
494,INDETERMINATE
495,INDETERMINATE
496,INDETERMINATE
497,INDETERMINATE
498,INDETERMINATE
499,INDETERMINATE
500,Rock
501,INDETERMINATE
502,INDETERMINATE
503,INDETERMINATE
504,INDETERMINATE
505,INDETERMINATE
506,INDETERMINATE
507,INDETERMINATE
508,INDETERMINATE
509,INDETERMINATE
510,INDETERMINATE
511,INDETERMINATE
512,INDETERMINATE
513,Experimental
514,INDETERMINATE
515,INDETERMINATE
516,INDETERMINATE
517,INDETERMINATE
518,INDETERMINATE
519,INDETERMINATE
520,Rock
521,INDETERMINATE
522,INDETERMINATE
523,INDETERMINATE
524,INDETERMINATE
525,INDETERMINATE
526,INDETERMINATE
527,INDETERMINATE
528,INDETERMINATE
529,Rock
530,Rock
531,INDETERMINATE
532,INDETERMINATE
533,INDETERMINATE
534,INDETERMINATE
535,Rock
536,INDETERMINATE
537,Rock
538,Rock
539,INDETERMINATE
540,INDETERMINATE
541,INDETERMINATE
542,INDETERMINATE
543,INDETERMINATE
544,INDETERMINATE
545,INDETERMINATE
546,INDETERMINATE
547,INDETERMINATE
548,INDETERMINATE
549,INDETERMINATE
550,INDETERMINATE
551,INDETERMINATE
552,INDETERMINATE
553,INDETERMINATE
554,INDETERMINATE
555,INDETERMINATE
556,INDETERMINATE
557,INDETERMINATE
558,INDETERMINATE
559,INDETERMINATE
560,INDETERMINATE
561,INDETERMINATE
562,INDETERMINATE
563,INDETERMINATE
564,INDETERMINATE
565,INDETERMINATE
566,INDETERMINATE
567,INDETERMINATE
568,INDETERMINATE
569,INDETERMINATE
570,INDETERMINATE
571,INDETERMINATE
572,INDETERMINATE
573,INDETERMINATE
574,INDETERMINATE
575,Rock
576,INDETERMINATE
577,INDETERMINATE
578,INDETERMINATE
579,INDETERMINATE
580,INDETERMINATE
581,INDETERMINATE
582,INDETERMINATE
583,INDETERMINATE
584,INDETERMINATE
585,INDETERMINATE
586,INDETERMINATE
587,INDETERMINATE
588,INDETERMINATE
589,INDETERMINATE
590,INDETERMINATE
591,INDETERMINATE
592,INDETERMINATE
593,INDETERMINATE
594,INDETERMINATE
595,INDETERMINATE
596,INDETERMINATE
597,INDETERMINATE
598,INDETERMINATE
599,Electronic
600,INDETERMINATE
601,INDETERMINATE
602,INDETERMINATE
603,INDETERMINATE
604,Rock
605,Rock
606,INDETERMINATE
607,INDETERMINATE
608,Rock
609,INDETERMINATE
610,INDETERMINATE
611,INDETERMINATE
612,INDETERMINATE
613,INDETERMINATE
614,INDETERMINATE
615,Rock
616,INDETERMINATE
617,Rock
618,INDETERMINATE
619,INDETERMINATE
620,INDETERMINATE
621,INDETERMINATE
622,INDETERMINATE
623,INDETERMINATE
624,INDETERMINATE
625,INDETERMINATE
626,INDETERMINATE
627,INDETERMINATE
628,INDETERMINATE
629,INDETERMINATE
630,INDETERMINATE
631,INDETERMINATE
632,INDETERMINATE
633,INDETERMINATE
634,INDETERMINATE
635,INDETERMINATE
636,Rock
637,INDETERMINATE
638,Rock
639,Rock
640,INDETERMINATE
641,INDETERMINATE
642,INDETERMINATE
643,INDETERMINATE
644,INDETERMINATE
645,INDETERMINATE
646,INDETERMINATE
647,INDETERMINATE
648,INDETERMINATE
649,INDETERMINATE
650,INDETERMINATE
651,INDETERMINATE
652,INDETERMINATE
653,INDETERMINATE
654,INDETERMINATE
655,INDETERMINATE
656,INDETERMINATE
657,INDETERMINATE
658,INDETERMINATE
659,INDETERMINATE
660,INDETERMINATE
661,INDETERMINATE
662,Rock
663,INDETERMINATE
664,INDETERMINATE
665,INDETERMINATE
666,INDETERMINATE
667,INDETERMINATE
668,INDETERMINATE
669,INDETERMINATE
670,INDETERMINATE
671,INDETERMINATE
672,INDETERMINATE
673,Rock
674,Electronic
675,INDETERMINATE
676,INDETERMINATE
677,INDETERMINATE
678,INDETERMINATE
679,INDETERMINATE
680,INDETERMINATE
681,INDETERMINATE
682,INDETERMINATE
683,INDETERMINATE
684,INDETERMINATE
685,INDETERMINATE
686,INDETERMINATE
687,INDETERMINATE
688,INDETERMINATE
689,INDETERMINATE
690,INDETERMINATE
691,Rock
692,Rock
693,INDETERMINATE
694,INDETERMINATE
695,Rock
696,INDETERMINATE
697,INDETERMINATE
698,Rock
699,INDETERMINATE
700,INDETERMINATE
701,Rock
702,INDETERMINATE
703,INDETERMINATE
704,INDETERMINATE
705,INDETERMINATE
706,INDETERMINATE
707,INDETERMINATE
708,Electronic
709,Rock
710,Electronic
711,Rock
712,INDETERMINATE
713,INDETERMINATE
714,Rock
715,Electronic
716,INDETERMINATE
717,Rock
718,INDETERMINATE
719,INDETERMINATE
720,INDETERMINATE
721,INDETERMINATE
722,INDETERMINATE
723,INDETERMINATE
724,INDETERMINATE
725,Rock
726,INDETERMINATE
727,INDETERMINATE
728,INDETERMINATE
729,INDETERMINATE
730,INDETERMINATE
731,INDETERMINATE
732,INDETERMINATE
733,INDETERMINATE
734,INDETERMINATE
735,INDETERMINATE
736,Rock
737,INDETERMINATE
738,INDETERMINATE
739,INDETERMINATE
740,INDETERMINATE
741,INDETERMINATE
742,INDETERMINATE
743,INDETERMINATE
744,INDETERMINATE
745,INDETERMINATE
746,INDETERMINATE
747,Rock
748,INDETERMINATE
749,INDETERMINATE
750,INDETERMINATE
751,Rock
752,INDETERMINATE
753,INDETERMINATE
754,INDETERMINATE
755,INDETERMINATE
756,INDETERMINATE
757,INDETERMINATE
758,INDETERMINATE
759,INDETERMINATE
760,INDETERMINATE
761,INDETERMINATE
762,INDETERMINATE
763,INDETERMINATE
764,INDETERMINATE
765,INDETERMINATE
766,INDETERMINATE
767,INDETERMINATE
768,INDETERMINATE
769,INDETERMINATE
770,INDETERMINATE
771,INDETERMINATE
772,INDETERMINATE
773,INDETERMINATE
774,INDETERMINATE
775,INDETERMINATE
776,INDETERMINATE
777,INDETERMINATE
778,Rock
779,INDETERMINATE
780,INDETERMINATE
781,INDETERMINATE
782,INDETERMINATE
783,INDETERMINATE
784,INDETERMINATE
785,INDETERMINATE
786,INDETERMINATE
787,INDETERMINATE
788,INDETERMINATE
789,Experimental
790,INDETERMINATE
791,INDETERMINATE
792,INDETERMINATE
793,INDETERMINATE
794,INDETERMINATE
795,Rock
796,Rock
797,INDETERMINATE
798,Rock
799,INDETERMINATE
800,INDETERMINATE
801,INDETERMINATE
802,INDETERMINATE
803,INDETERMINATE
804,INDETERMINATE
805,INDETERMINATE
806,INDETERMINATE
807,INDETERMINATE
808,INDETERMINATE
809,INDETERMINATE
810,INDETERMINATE
811,Experimental
812,INDETERMINATE
813,INDETERMINATE
814,INDETERMINATE
815,INDETERMINATE
816,INDETERMINATE
817,INDETERMINATE
818,INDETERMINATE
819,INDETERMINATE
820,INDETERMINATE
821,INDETERMINATE
822,INDETERMINATE
823,INDETERMINATE
824,INDETERMINATE
825,Rock
826,Rock
827,Rock
828,INDETERMINATE
829,INDETERMINATE
830,INDETERMINATE
831,INDETERMINATE
832,INDETERMINATE
833,INDETERMINATE
834,Electronic
835,INDETERMINATE
836,INDETERMINATE
837,INDETERMINATE
838,INDETERMINATE
839,INDETERMINATE
840,INDETERMINATE
841,INDETERMINATE
842,INDETERMINATE
843,INDETERMINATE
844,INDETERMINATE
845,INDETERMINATE
846,INDETERMINATE
847,INDETERMINATE
848,INDETERMINATE
849,INDETERMINATE
850,INDETERMINATE
851,INDETERMINATE
852,INDETERMINATE
853,INDETERMINATE
854,INDETERMINATE
855,INDETERMINATE
856,INDETERMINATE
857,INDETERMINATE
858,INDETERMINATE
859,INDETERMINATE
860,INDETERMINATE
861,INDETERMINATE
862,INDETERMINATE
863,Rock
864,INDETERMINATE
865,INDETERMINATE
866,INDETERMINATE
867,INDETERMINATE
868,INDETERMINATE
869,INDETERMINATE
870,INDETERMINATE
871,Electronic
872,INDETERMINATE
873,INDETERMINATE
874,Rock
875,INDETERMINATE
876,INDETERMINATE
877,INDETERMINATE
878,INDETERMINATE
879,INDETERMINATE
880,INDETERMINATE
881,INDETERMINATE
882,INDETERMINATE
883,INDETERMINATE
884,INDETERMINATE
885,INDETERMINATE
886,INDETERMINATE
887,INDETERMINATE
888,INDETERMINATE
889,INDETERMINATE
890,INDETERMINATE
891,INDETERMINATE
892,INDETERMINATE
893,INDETERMINATE
894,INDETERMINATE
895,INDETERMINATE
896,INDETERMINATE
897,INDETERMINATE
898,INDETERMINATE
899,INDETERMINATE
900,INDETERMINATE
901,INDETERMINATE
902,INDETERMINATE
903,INDETERMINATE
904,INDETERMINATE
905,INDETERMINATE
906,INDETERMINATE
907,INDETERMINATE
908,INDETERMINATE
909,Experimental
910,Experimental
911,INDETERMINATE
912,INDETERMINATE
913,INDETERMINATE
914,INDETERMINATE
915,INDETERMINATE
916,INDETERMINATE
917,INDETERMINATE
918,INDETERMINATE
919,INDETERMINATE
920,INDETERMINATE
921,INDETERMINATE
922,INDETERMINATE
923,Experimental
924,INDETERMINATE
925,INDETERMINATE
926,INDETERMINATE
927,Rock
928,Rock
929,Rock
930,INDETERMINATE
931,INDETERMINATE
932,INDETERMINATE
933,INDETERMINATE
934,Rock
935,Rock
936,INDETERMINATE
937,INDETERMINATE
938,INDETERMINATE
939,INDETERMINATE
940,INDETERMINATE
941,INDETERMINATE
942,INDETERMINATE
943,INDETERMINATE
944,Rock
945,INDETERMINATE
946,INDETERMINATE
947,INDETERMINATE
948,INDETERMINATE
949,INDETERMINATE
950,INDETERMINATE
951,Rock
952,INDETERMINATE
953,INDETERMINATE
954,INDETERMINATE
955,INDETERMINATE
956,Electronic
957,INDETERMINATE
958,INDETERMINATE
959,INDETERMINATE
960,Rock
961,INDETERMINATE
962,INDETERMINATE
963,INDETERMINATE
964,INDETERMINATE
965,Rock
966,INDETERMINATE
967,INDETERMINATE
968,INDETERMINATE
969,INDETERMINATE
970,INDETERMINATE
971,INDETERMINATE
972,INDETERMINATE
973,INDETERMINATE
974,INDETERMINATE
975,INDETERMINATE
976,INDETERMINATE
977,INDETERMINATE
978,INDETERMINATE
979,INDETERMINATE
980,INDETERMINATE
981,INDETERMINATE
982,INDETERMINATE
983,INDETERMINATE
984,INDETERMINATE
985,INDETERMINATE
986,INDETERMINATE
987,INDETERMINATE
988,INDETERMINATE
989,INDETERMINATE
990,INDETERMINATE
991,INDETERMINATE
992,INDETERMINATE
993,INDETERMINATE
994,INDETERMINATE
995,INDETERMINATE
996,INDETERMINATE
997,Electronic
998,INDETERMINATE
999,Rock
1000,INDETERMINATE
1001,INDETERMINATE
1002,INDETERMINATE
1003,INDETERMINATE
1004,INDETERMINATE
1005,INDETERMINATE
1006,INDETERMINATE
1007,INDETERMINATE
1008,INDETERMINATE
1009,INDETERMINATE
1010,INDETERMINATE
1011,INDETERMINATE
1012,INDETERMINATE
1013,INDETERMINATE
1014,INDETERMINATE
1015,INDETERMINATE
1016,INDETERMINATE
1017,INDETERMINATE
1018,INDETERMINATE
1019,INDETERMINATE
1020,INDETERMINATE
1021,Rock
1022,Electronic
1023,INDETERMINATE
1024,INDETERMINATE
1025,INDETERMINATE
1026,Rock
1027,INDETERMINATE
1028,INDETERMINATE
1029,INDETERMINATE
1030,INDETERMINATE
1031,Rock
1032,Rock
1033,Rock
1034,INDETERMINATE
1035,Rock
1036,Rock
1037,INDETERMINATE
1038,INDETERMINATE
1039,INDETERMINATE
1040,INDETERMINATE
1041,Electronic
1042,Electronic
1043,Electronic
1044,Rock
1045,Rock
1046,INDETERMINATE
1047,INDETERMINATE
1048,INDETERMINATE
1049,INDETERMINATE
1050,INDETERMINATE
1051,Rock
1052,Rock
1053,INDETERMINATE
1054,INDETERMINATE
1055,INDETERMINATE
1056,Rock
1057,INDETERMINATE
1058,Rock
1059,INDETERMINATE
1060,INDETERMINATE
1061,INDETERMINATE
1062,INDETERMINATE
1063,INDETERMINATE
1064,INDETERMINATE
1065,INDETERMINATE
1066,Rock
1067,INDETERMINATE
1068,INDETERMINATE
1069,INDETERMINATE
1070,INDETERMINATE
1071,INDETERMINATE
1072,INDETERMINATE
1073,INDETERMINATE
1074,Rock
1075,Rock
1076,Rock
1077,Rock
1078,INDETERMINATE
1079,INDETERMINATE
1080,INDETERMINATE
1081,INDETERMINATE
1082,INDETERMINATE
1083,INDETERMINATE
1084,INDETERMINATE
1085,INDETERMINATE
1086,INDETERMINATE
1087,Electronic
1088,Electronic
1089,INDETERMINATE
1090,INDETERMINATE
1091,INDETERMINATE
1092,INDETERMINATE
1093,INDETERMINATE
1094,INDETERMINATE
1095,INDETERMINATE
1096,Rock
1097,Rock
1098,Electronic
1099,INDETERMINATE
1100,Electronic
1101,INDETERMINATE
1102,Rock
1103,INDETERMINATE
1104,INDETERMINATE
1105,INDETERMINATE
1106,INDETERMINATE
1107,INDETERMINATE
1108,INDETERMINATE
1109,INDETERMINATE
1110,INDETERMINATE
1111,INDETERMINATE
1112,INDETERMINATE
1113,Rock
1114,Rock
1115,Rock
1116,Rock
1117,Rock
1118,INDETERMINATE
1119,Rock
1120,INDETERMINATE
1121,INDETERMINATE
1122,Rock
1123,Rock
1124,INDETERMINATE
1125,Electronic
1126,INDETERMINATE
1127,INDETERMINATE
1128,INDETERMINATE
1129,INDETERMINATE
1130,INDETERMINATE
1131,Rock
1132,INDETERMINATE
1133,INDETERMINATE
1134,INDETERMINATE
1135,INDETERMINATE
1136,INDETERMINATE
1137,INDETERMINATE
1138,INDETERMINATE
1139,INDETERMINATE
1140,INDETERMINATE
1141,INDETERMINATE
1142,INDETERMINATE
1143,INDETERMINATE
1144,Experimental
1145,INDETERMINATE
1146,INDETERMINATE
1147,INDETERMINATE
1148,INDETERMINATE
1149,INDETERMINATE
1150,INDETERMINATE
1151,Electronic
1152,INDETERMINATE
1153,INDETERMINATE
1154,INDETERMINATE
1155,Electronic
1156,INDETERMINATE
1157,INDETERMINATE
1158,INDETERMINATE
1159,Rock
1160,Rock
1161,INDETERMINATE
1162,INDETERMINATE
1163,INDETERMINATE
1164,Rock
1165,INDETERMINATE
1166,INDETERMINATE
1167,INDETERMINATE
1168,INDETERMINATE
1169,INDETERMINATE
1170,INDETERMINATE
1171,INDETERMINATE
1172,INDETERMINATE
1173,Rock
1174,INDETERMINATE
1175,INDETERMINATE
1176,INDETERMINATE
1177,INDETERMINATE
1178,Rock
1179,Rock
1180,Rock
1181,INDETERMINATE
1182,INDETERMINATE
1183,Rock
1184,Rock
1185,INDETERMINATE
1186,INDETERMINATE
1187,Rock
1188,INDETERMINATE
1189,Rock
1190,Electronic
1191,Electronic
1192,Rock
1193,INDETERMINATE
1194,INDETERMINATE
1195,Rock
1196,Rock
1197,INDETERMINATE
1198,INDETERMINATE
1199,INDETERMINATE
1200,INDETERMINATE
1201,INDETERMINATE
1202,INDETERMINATE
1203,INDETERMINATE
1204,INDETERMINATE
1205,Rock
1206,Rock
1207,INDETERMINATE
1208,INDETERMINATE
1209,INDETERMINATE
1210,Rock
1211,INDETERMINATE
1212,INDETERMINATE
1213,INDETERMINATE
1214,INDETERMINATE
1215,INDETERMINATE
1216,INDETERMINATE
1217,INDETERMINATE
1218,INDETERMINATE
1219,INDETERMINATE
1220,INDETERMINATE
1221,INDETERMINATE
1222,INDETERMINATE
1223,INDETERMINATE
1224,INDETERMINATE
1225,INDETERMINATE
1226,Rock
1227,INDETERMINATE
1228,INDETERMINATE
1229,INDETERMINATE
1230,INDETERMINATE
1231,INDETERMINATE
1232,INDETERMINATE
1233,INDETERMINATE
1234,INDETERMINATE
1235,INDETERMINATE
1236,INDETERMINATE
1237,INDETERMINATE
1238,INDETERMINATE
1239,INDETERMINATE
1240,INDETERMINATE
1241,Rock
1242,Rock
1243,Rock
1244,INDETERMINATE
1245,INDETERMINATE
1246,INDETERMINATE
1247,Rock
1248,INDETERMINATE
1249,INDETERMINATE
1250,INDETERMINATE
1251,INDETERMINATE
1252,INDETERMINATE
1253,INDETERMINATE
1254,INDETERMINATE
1255,INDETERMINATE
1256,INDETERMINATE
1257,INDETERMINATE
1258,INDETERMINATE
1259,INDETERMINATE
1260,INDETERMINATE
1261,INDETERMINATE
1262,INDETERMINATE
1263,INDETERMINATE
1264,INDETERMINATE
1265,INDETERMINATE
1266,INDETERMINATE
1267,INDETERMINATE
1268,INDETERMINATE
1269,INDETERMINATE
1270,INDETERMINATE
1271,INDETERMINATE
1272,INDETERMINATE
1273,INDETERMINATE
1274,INDETERMINATE
1275,INDETERMINATE
1276,INDETERMINATE
1277,INDETERMINATE
1278,INDETERMINATE
1279,INDETERMINATE
1280,INDETERMINATE
1281,INDETERMINATE
1282,INDETERMINATE
1283,INDETERMINATE
1284,Electronic
1285,INDETERMINATE
1286,INDETERMINATE
1287,INDETERMINATE
1288,INDETERMINATE
1289,INDETERMINATE
1290,Rock
1291,INDETERMINATE
1292,INDETERMINATE
1293,INDETERMINATE
1294,Rock
1295,INDETERMINATE
1296,INDETERMINATE
1297,INDETERMINATE
1298,INDETERMINATE
1299,INDETERMINATE
1300,INDETERMINATE
1301,INDETERMINATE
1302,INDETERMINATE
1303,INDETERMINATE
1304,INDETERMINATE
1305,INDETERMINATE
1306,INDETERMINATE
1307,INDETERMINATE
1308,INDETERMINATE
1309,INDETERMINATE
1310,INDETERMINATE
1311,INDETERMINATE
1312,INDETERMINATE
1313,Rock
1314,INDETERMINATE
1315,INDETERMINATE
1316,INDETERMINATE
1317,INDETERMINATE
1318,INDETERMINATE
1319,INDETERMINATE
1320,INDETERMINATE
1321,INDETERMINATE
1322,Rock
1323,INDETERMINATE
1324,INDETERMINATE
1325,INDETERMINATE
1326,INDETERMINATE
1327,INDETERMINATE
1328,INDETERMINATE
1329,Rock
1330,INDETERMINATE
1331,INDETERMINATE
1332,INDETERMINATE
1333,INDETERMINATE
1334,INDETERMINATE
1335,INDETERMINATE
1336,INDETERMINATE
1337,Rock
1338,Rock
1339,Rock
1340,Rock
